id,category_id,category,breakthrough_type,idea,why_it_is_breakthrough,implementation_gate,acceptance_test,status
B061,C06,Apply engine / Approval UX,single_path,Один главный путь вместо панели: capture -> understand -> one recommended action -> details only on demand применительно к «Apply engine / Approval UX / undo».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий undo -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B062,C06,Apply engine / Approval UX,adaptive_home,"Домашний экран перестраивается под время суток, но не меняет информационную архитектуру применительно к «Apply engine / Approval UX / batch review».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий batch review -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B063,C06,Apply engine / Approval UX,artifact_timeline,"У каждого артефакта есть мини-таймлайн превращений: source, note, task, finance, graph, control применительно к «Apply engine / Approval UX / source proof».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий source proof -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B064,C06,Apply engine / Approval UX,why_now,Каждая рекомендация отвечает на вопрос «почему сейчас» и показывает источник применительно к «Apply engine / Approval UX / mutation audit».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий mutation audit -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B065,C06,Apply engine / Approval UX,one_click_commit,"Одна большая кнопка принимает все безопасные предложения, вторичные изменения спрятаны применительно к «Apply engine / Approval UX / apply all».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий apply all -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B066,C06,Apply engine / Approval UX,calm_mode,"Режим слабого дня: показывает один следующий шаг, деньги/сроки/здоровье без shame UI применительно к «Apply engine / Approval UX / single apply».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий single apply -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B067,C06,Apply engine / Approval UX,review_evening,"Вечерний разбор голосовых/скринов/заметок пакетно, не по одному мусорному pop-up применительно к «Apply engine / Approval UX / edit proposal».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий edit proposal -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B068,C06,Apply engine / Approval UX,local_ai_coach,"Локальная ИИ-панель работает как proposal coach, не как магический чат без структуры применительно к «Apply engine / Approval UX / skip/reject».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий skip/reject -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B069,C06,Apply engine / Approval UX,semantic_color,"Цветовая семантика: задача, деньги, привычка, цель, знание, медиа, контроль имеют устойчивые роли применительно к «Apply engine / Approval UX / undo».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий undo -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B070,C06,Apply engine / Approval UX,focus_routes,"Каждый workspace имеет один основной job-to-be-done, а не копирует общий cockpit применительно к «Apply engine / Approval UX / batch review».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий batch review -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B071,C06,Apply engine / Approval UX,context_graph,Правый граф всегда local graph вокруг выбранного артефакта; большой graph — отдельный режим применительно к «Apply engine / Approval UX / source proof».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий source proof -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B072,C06,Apply engine / Approval UX,proof_hidden,"Proof/control доступен одним кликом, но не занимает первый экран применительно к «Apply engine / Approval UX / mutation audit».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий mutation audit -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B073,C07,Calendar / Tasks / Reminders,single_path,Один главный путь вместо панели: capture -> understand -> one recommended action -> details only on demand применительно к «Calendar / Tasks / Reminders / today view».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий today view -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B074,C07,Calendar / Tasks / Reminders,adaptive_home,"Домашний экран перестраивается под время суток, но не меняет информационную архитектуру применительно к «Calendar / Tasks / Reminders / tomorrow view».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий tomorrow view -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B075,C07,Calendar / Tasks / Reminders,artifact_timeline,"У каждого артефакта есть мини-таймлайн превращений: source, note, task, finance, graph, control применительно к «Calendar / Tasks / Reminders / week view».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий week view -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B076,C07,Calendar / Tasks / Reminders,why_now,Каждая рекомендация отвечает на вопрос «почему сейчас» и показывает источник применительно к «Calendar / Tasks / Reminders / time grid».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий time grid -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B077,C07,Calendar / Tasks / Reminders,one_click_commit,"Одна большая кнопка принимает все безопасные предложения, вторичные изменения спрятаны применительно к «Calendar / Tasks / Reminders / unscheduled bucket».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий unscheduled bucket -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B078,C07,Calendar / Tasks / Reminders,calm_mode,"Режим слабого дня: показывает один следующий шаг, деньги/сроки/здоровье без shame UI применительно к «Calendar / Tasks / Reminders / recurring tasks».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий recurring tasks -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B079,C07,Calendar / Tasks / Reminders,review_evening,"Вечерний разбор голосовых/скринов/заметок пакетно, не по одному мусорному pop-up применительно к «Calendar / Tasks / Reminders / reminders».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий reminders -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B080,C07,Calendar / Tasks / Reminders,local_ai_coach,"Локальная ИИ-панель работает как proposal coach, не как магический чат без структуры применительно к «Calendar / Tasks / Reminders / reschedule flow».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий reschedule flow -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B081,C07,Calendar / Tasks / Reminders,semantic_color,"Цветовая семантика: задача, деньги, привычка, цель, знание, медиа, контроль имеют устойчивые роли применительно к «Calendar / Tasks / Reminders / today view».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий today view -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B082,C07,Calendar / Tasks / Reminders,focus_routes,"Каждый workspace имеет один основной job-to-be-done, а не копирует общий cockpit применительно к «Calendar / Tasks / Reminders / tomorrow view».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий tomorrow view -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B083,C07,Calendar / Tasks / Reminders,context_graph,Правый граф всегда local graph вокруг выбранного артефакта; большой graph — отдельный режим применительно к «Calendar / Tasks / Reminders / week view».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий week view -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B084,C07,Calendar / Tasks / Reminders,proof_hidden,"Proof/control доступен одним кликом, но не занимает первый экран применительно к «Calendar / Tasks / Reminders / time grid».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий time grid -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B085,C08,Finance / Budget / Receipts,single_path,Один главный путь вместо панели: capture -> understand -> one recommended action -> details only on demand применительно к «Finance / Budget / Receipts / subscription/bill».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий subscription/bill -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B086,C08,Finance / Budget / Receipts,adaptive_home,"Домашний экран перестраивается под время суток, но не меняет информационную архитектуру применительно к «Finance / Budget / Receipts / receipt screenshot».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий receipt screenshot -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B087,C08,Finance / Budget / Receipts,artifact_timeline,"У каждого артефакта есть мини-таймлайн превращений: source, note, task, finance, graph, control применительно к «Finance / Budget / Receipts / import statement».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий import statement -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B088,C08,Finance / Budget / Receipts,why_now,Каждая рекомендация отвечает на вопрос «почему сейчас» и показывает источник применительно к «Finance / Budget / Receipts / money dashboard».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий money dashboard -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B089,C08,Finance / Budget / Receipts,one_click_commit,"Одна большая кнопка принимает все безопасные предложения, вторичные изменения спрятаны применительно к «Finance / Budget / Receipts / manual balance».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий manual balance -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B090,C08,Finance / Budget / Receipts,calm_mode,"Режим слабого дня: показывает один следующий шаг, деньги/сроки/здоровье без shame UI применительно к «Finance / Budget / Receipts / expense form».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий expense form -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B091,C08,Finance / Budget / Receipts,review_evening,"Вечерний разбор голосовых/скринов/заметок пакетно, не по одному мусорному pop-up применительно к «Finance / Budget / Receipts / income/transfer».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий income/transfer -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B092,C08,Finance / Budget / Receipts,local_ai_coach,"Локальная ИИ-панель работает как proposal coach, не как магический чат без структуры применительно к «Finance / Budget / Receipts / budget envelope».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий budget envelope -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B093,C08,Finance / Budget / Receipts,semantic_color,"Цветовая семантика: задача, деньги, привычка, цель, знание, медиа, контроль имеют устойчивые роли применительно к «Finance / Budget / Receipts / subscription/bill».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий subscription/bill -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B094,C08,Finance / Budget / Receipts,focus_routes,"Каждый workspace имеет один основной job-to-be-done, а не копирует общий cockpit применительно к «Finance / Budget / Receipts / receipt screenshot».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий receipt screenshot -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B095,C08,Finance / Budget / Receipts,context_graph,Правый граф всегда local graph вокруг выбранного артефакта; большой graph — отдельный режим применительно к «Finance / Budget / Receipts / import statement».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий import statement -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B096,C08,Finance / Budget / Receipts,proof_hidden,"Proof/control доступен одним кликом, но не занимает первый экран применительно к «Finance / Budget / Receipts / money dashboard».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий money dashboard -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B097,C09,Habits / Goals / Wheel of balance,single_path,Один главный путь вместо панели: capture -> understand -> one recommended action -> details only on demand применительно к «Habits / Goals / Wheel of balance / habit creation».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий habit creation -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B098,C09,Habits / Goals / Wheel of balance,adaptive_home,"Домашний экран перестраивается под время суток, но не меняет информационную архитектуру применительно к «Habits / Goals / Wheel of balance / habit check-in».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий habit check-in -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B099,C09,Habits / Goals / Wheel of balance,artifact_timeline,"У каждого артефакта есть мини-таймлайн превращений: source, note, task, finance, graph, control применительно к «Habits / Goals / Wheel of balance / streak/recovery».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий streak/recovery -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B100,C09,Habits / Goals / Wheel of balance,why_now,Каждая рекомендация отвечает на вопрос «почему сейчас» и показывает источник применительно к «Habits / Goals / Wheel of balance / goal target».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий goal target -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B101,C09,Habits / Goals / Wheel of balance,one_click_commit,"Одна большая кнопка принимает все безопасные предложения, вторичные изменения спрятаны применительно к «Habits / Goals / Wheel of balance / goal progress».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий goal progress -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B102,C09,Habits / Goals / Wheel of balance,calm_mode,"Режим слабого дня: показывает один следующий шаг, деньги/сроки/здоровье без shame UI применительно к «Habits / Goals / Wheel of balance / balance wheel».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий balance wheel -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B103,C09,Habits / Goals / Wheel of balance,review_evening,"Вечерний разбор голосовых/скринов/заметок пакетно, не по одному мусорному pop-up применительно к «Habits / Goals / Wheel of balance / weekly review».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий weekly review -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B104,C09,Habits / Goals / Wheel of balance,local_ai_coach,"Локальная ИИ-панель работает как proposal coach, не как магический чат без структуры применительно к «Habits / Goals / Wheel of balance / insight nudges».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий insight nudges -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B105,C09,Habits / Goals / Wheel of balance,semantic_color,"Цветовая семантика: задача, деньги, привычка, цель, знание, медиа, контроль имеют устойчивые роли применительно к «Habits / Goals / Wheel of balance / habit creation».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий habit creation -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B106,C09,Habits / Goals / Wheel of balance,focus_routes,"Каждый workspace имеет один основной job-to-be-done, а не копирует общий cockpit применительно к «Habits / Goals / Wheel of balance / habit check-in».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий habit check-in -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B107,C09,Habits / Goals / Wheel of balance,context_graph,Правый граф всегда local graph вокруг выбранного артефакта; большой graph — отдельный режим применительно к «Habits / Goals / Wheel of balance / streak/recovery».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий streak/recovery -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B108,C09,Habits / Goals / Wheel of balance,proof_hidden,"Proof/control доступен одним кликом, но не занимает первый экран применительно к «Habits / Goals / Wheel of balance / goal target».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий goal target -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B109,C10,Library / Second brain / Knowledge,single_path,Один главный путь вместо панели: capture -> understand -> one recommended action -> details only on demand применительно к «Library / Second brain / Knowledge / collections».,"Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий collections -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
B110,C10,Library / Second brain / Knowledge,adaptive_home,"Домашний экран перестраивается под время суток, но не меняет информационную архитектуру применительно к «Library / Second brain / Knowledge / knowledge cards».","Резко снижает ощущение нагромождения: пользователь видит не 20 панелей, а один понятный маршрут и один активный объект.","Внедрить только если есть repository object, graph/control edge, visual screenshot и owner-flow e2e; иначе оставить как idea backlog.","Playwright: clean start -> выполнить сценарий knowledge cards -> проверить один главный CTA, отсутствие cockpit clutter, linked object и reload persistence.",BREAKTHROUGH_CANDIDATE
