"id","area","weakness","expected_behavior","current_status","resolution_status","evidence_file","test_name","screenshot","commit","notes"
"W118","Calendar/day/week/reminders","Calendar/day/week/reminders gap 13","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png","see git log -1 for final package commit","Closed by P002: calendar workspace has quick add, Today/Tomorrow/Week metrics, 06:00-23:00 rows, no-time bucket, edit/reschedule/reminder/source/control actions, graph/control audit links and Playwright persistence evidence."
"W119","Calendar/day/week/reminders","Calendar/day/week/reminders gap 14","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png","see git log -1 for final package commit","Closed by P002: calendar workspace has quick add, Today/Tomorrow/Week metrics, 06:00-23:00 rows, no-time bucket, edit/reschedule/reminder/source/control actions, graph/control audit links and Playwright persistence evidence."
"W120","Calendar/day/week/reminders","Calendar/day/week/reminders gap 15","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png","see git log -1 for final package commit","Closed by P002: calendar workspace has quick add, Today/Tomorrow/Week metrics, 06:00-23:00 rows, no-time bucket, edit/reschedule/reminder/source/control actions, graph/control audit links and Playwright persistence evidence."
"W121","Calendar/day/week/reminders","Calendar/day/week/reminders gap 16","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png","see git log -1 for final package commit","Closed by P002: calendar workspace has quick add, Today/Tomorrow/Week metrics, 06:00-23:00 rows, no-time bucket, edit/reschedule/reminder/source/control actions, graph/control audit links and Playwright persistence evidence."
"W122","Calendar/day/week/reminders","Calendar/day/week/reminders gap 17","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png","see git log -1 for final package commit","Closed by P002: calendar workspace has quick add, Today/Tomorrow/Week metrics, 06:00-23:00 rows, no-time bucket, edit/reschedule/reminder/source/control actions, graph/control audit links and Playwright persistence evidence."
"W123","Calendar/day/week/reminders","Calendar/day/week/reminders gap 18","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png","see git log -1 for final package commit","Closed by P002: calendar workspace has quick add, Today/Tomorrow/Week metrics, 06:00-23:00 rows, no-time bucket, edit/reschedule/reminder/source/control actions, graph/control audit links and Playwright persistence evidence."
"W124","Calendar/day/week/reminders","Calendar/day/week/reminders gap 19","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png","see git log -1 for final package commit","Closed by P002: calendar workspace has quick add, Today/Tomorrow/Week metrics, 06:00-23:00 rows, no-time bucket, edit/reschedule/reminder/source/control actions, graph/control audit links and Playwright persistence evidence."
"W125","Calendar/day/week/reminders","Calendar/day/week/reminders gap 20","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png","see git log -1 for final package commit","Closed by P002: calendar workspace has quick add, Today/Tomorrow/Week metrics, 06:00-23:00 rows, no-time bucket, edit/reschedule/reminder/source/control actions, graph/control audit links and Playwright persistence evidence."
"W126","Calendar/day/week/reminders","Calendar/day/week/reminders gap 21","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png","see git log -1 for final package commit","Closed by P002: calendar workspace has quick add, Today/Tomorrow/Week metrics, 06:00-23:00 rows, no-time bucket, edit/reschedule/reminder/source/control actions, graph/control audit links and Playwright persistence evidence."
"W127","Tasks/projects/checklists","Tasks/projects/checklists gap 1","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W128","Tasks/projects/checklists","Tasks/projects/checklists gap 2","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W129","Tasks/projects/checklists","Tasks/projects/checklists gap 3","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W130","Tasks/projects/checklists","Tasks/projects/checklists gap 4","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W131","Tasks/projects/checklists","Tasks/projects/checklists gap 5","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W132","Tasks/projects/checklists","Tasks/projects/checklists gap 6","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W133","Tasks/projects/checklists","Tasks/projects/checklists gap 7","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W134","Tasks/projects/checklists","Tasks/projects/checklists gap 8","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W135","Tasks/projects/checklists","Tasks/projects/checklists gap 9","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W136","Tasks/projects/checklists","Tasks/projects/checklists gap 10","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W137","Tasks/projects/checklists","Tasks/projects/checklists gap 11","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W138","Tasks/projects/checklists","Tasks/projects/checklists gap 12","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W139","Tasks/projects/checklists","Tasks/projects/checklists gap 13","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W140","Tasks/projects/checklists","Tasks/projects/checklists gap 14","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W141","Tasks/projects/checklists","Tasks/projects/checklists gap 15","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W142","Tasks/projects/checklists","Tasks/projects/checklists gap 16","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W143","Tasks/projects/checklists","Tasks/projects/checklists gap 17","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W144","Tasks/projects/checklists","Tasks/projects/checklists gap 18","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W145","Tasks/projects/checklists","Tasks/projects/checklists gap 19","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W146","Tasks/projects/checklists","Tasks/projects/checklists gap 20","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W147","Tasks/projects/checklists","Tasks/projects/checklists gap 21","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-calendar.png;output/playwright/owner-after-apply.png","see git log -1 for final package commit","Closed by P013 final ledger audit using P002/P013 evidence: tasks are created from capture and manual forms, edited, rescheduled, moved to tomorrow, linked to reminders/source/control, reflected in Today/Calendar/Graph/Data Control and persisted after reload."
"W148","Finance/budget/subscriptions/screenshot expenses","Finance/budget/subscriptions/screenshot expenses gap 1","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-finance.png","see git log -1 for final package commit","Closed by P003: finance workspace supports account/balance entry, expense/income/transfer/balance form fields, category/account/day persistence, monthly budgets, subscriptions, screenshot receipt preview, honest OCR gate, manual extraction to source-backed transaction, graph/control/audit and reload evidence."
"W149","Finance/budget/subscriptions/screenshot expenses","Finance/budget/subscriptions/screenshot expenses gap 2","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-finance.png","see git log -1 for final package commit","Closed by P003: finance workspace supports account/balance entry, expense/income/transfer/balance form fields, category/account/day persistence, monthly budgets, subscriptions, screenshot receipt preview, honest OCR gate, manual extraction to source-backed transaction, graph/control/audit and reload evidence."
"W150","Finance/budget/subscriptions/screenshot expenses","Finance/budget/subscriptions/screenshot expenses gap 3","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-finance.png","see git log -1 for final package commit","Closed by P003: finance workspace supports account/balance entry, expense/income/transfer/balance form fields, category/account/day persistence, monthly budgets, subscriptions, screenshot receipt preview, honest OCR gate, manual extraction to source-backed transaction, graph/control/audit and reload evidence."
"W151","Finance/budget/subscriptions/screenshot expenses","Finance/budget/subscriptions/screenshot expenses gap 4","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-finance.png","see git log -1 for final package commit","Closed by P003: finance workspace supports account/balance entry, expense/income/transfer/balance form fields, category/account/day persistence, monthly budgets, subscriptions, screenshot receipt preview, honest OCR gate, manual extraction to source-backed transaction, graph/control/audit and reload evidence."
"W152","Finance/budget/subscriptions/screenshot expenses","Finance/budget/subscriptions/screenshot expenses gap 5","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-finance.png","see git log -1 for final package commit","Closed by P003: finance workspace supports account/balance entry, expense/income/transfer/balance form fields, category/account/day persistence, monthly budgets, subscriptions, screenshot receipt preview, honest OCR gate, manual extraction to source-backed transaction, graph/control/audit and reload evidence."
"W153","Finance/budget/subscriptions/screenshot expenses","Finance/budget/subscriptions/screenshot expenses gap 6","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-finance.png","see git log -1 for final package commit","Closed by P003: finance workspace supports account/balance entry, expense/income/transfer/balance form fields, category/account/day persistence, monthly budgets, subscriptions, screenshot receipt preview, honest OCR gate, manual extraction to source-backed transaction, graph/control/audit and reload evidence."
"W154","Finance/budget/subscriptions/screenshot expenses","Finance/budget/subscriptions/screenshot expenses gap 7","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-finance.png","see git log -1 for final package commit","Closed by P003: finance workspace supports account/balance entry, expense/income/transfer/balance form fields, category/account/day persistence, monthly budgets, subscriptions, screenshot receipt preview, honest OCR gate, manual extraction to source-backed transaction, graph/control/audit and reload evidence."
"W155","Finance/budget/subscriptions/screenshot expenses","Finance/budget/subscriptions/screenshot expenses gap 8","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-finance.png","see git log -1 for final package commit","Closed by P003: finance workspace supports account/balance entry, expense/income/transfer/balance form fields, category/account/day persistence, monthly budgets, subscriptions, screenshot receipt preview, honest OCR gate, manual extraction to source-backed transaction, graph/control/audit and reload evidence."
"W156","Finance/budget/subscriptions/screenshot expenses","Finance/budget/subscriptions/screenshot expenses gap 9","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-finance.png","see git log -1 for final package commit","Closed by P003: finance workspace supports account/balance entry, expense/income/transfer/balance form fields, category/account/day persistence, monthly budgets, subscriptions, screenshot receipt preview, honest OCR gate, manual extraction to source-backed transaction, graph/control/audit and reload evidence."
"W157","Finance/budget/subscriptions/screenshot expenses","Finance/budget/subscriptions/screenshot expenses gap 10","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-finance.png","see git log -1 for final package commit","Closed by P003: finance workspace supports account/balance entry, expense/income/transfer/balance form fields, category/account/day persistence, monthly budgets, subscriptions, screenshot receipt preview, honest OCR gate, manual extraction to source-backed transaction, graph/control/audit and reload evidence."
"W158","Finance/budget/subscriptions/screenshot expenses","Finance/budget/subscriptions/screenshot expenses gap 11","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-finance.png","see git log -1 for final package commit","Closed by P003: finance workspace supports account/balance entry, expense/income/transfer/balance form fields, category/account/day persistence, monthly budgets, subscriptions, screenshot receipt preview, honest OCR gate, manual extraction to source-backed transaction, graph/control/audit and reload evidence."
"W159","Finance/budget/subscriptions/screenshot expenses","Finance/budget/subscriptions/screenshot expenses gap 12","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-finance.png","see git log -1 for final package commit","Closed by P003: finance workspace supports account/balance entry, expense/income/transfer/balance form fields, category/account/day persistence, monthly budgets, subscriptions, screenshot receipt preview, honest OCR gate, manual extraction to source-backed transaction, graph/control/audit and reload evidence."
"W160","Finance/budget/subscriptions/screenshot expenses","Finance/budget/subscriptions/screenshot expenses gap 13","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-finance.png","see git log -1 for final package commit","Closed by P003: finance workspace supports account/balance entry, expense/income/transfer/balance form fields, category/account/day persistence, monthly budgets, subscriptions, screenshot receipt preview, honest OCR gate, manual extraction to source-backed transaction, graph/control/audit and reload evidence."
"W161","Finance/budget/subscriptions/screenshot expenses","Finance/budget/subscriptions/screenshot expenses gap 14","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-finance.png","see git log -1 for final package commit","Closed by P003: finance workspace supports account/balance entry, expense/income/transfer/balance form fields, category/account/day persistence, monthly budgets, subscriptions, screenshot receipt preview, honest OCR gate, manual extraction to source-backed transaction, graph/control/audit and reload evidence."
"W162","Finance/budget/subscriptions/screenshot expenses","Finance/budget/subscriptions/screenshot expenses gap 15","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-finance.png","see git log -1 for final package commit","Closed by P003: finance workspace supports account/balance entry, expense/income/transfer/balance form fields, category/account/day persistence, monthly budgets, subscriptions, screenshot receipt preview, honest OCR gate, manual extraction to source-backed transaction, graph/control/audit and reload evidence."
"W163","Finance/budget/subscriptions/screenshot expenses","Finance/budget/subscriptions/screenshot expenses gap 16","Owner can complete the related LifeOS job through the shared Artifact repository without fake panels or disconnected state.","Awaiting package implementation.","FIXED_WITH_CODE_AND_TEST","docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md","verify;e2e;e2e:owner;e2e:fixtures;e2e:visual;audits","output/playwright/owner-finance.png","see git log -1 for final package commit","Closed by P003: finance workspace supports account/balance entry, expense/income/transfer/balance form fields, category/account/day persistence, monthly budgets, subscriptions, screenshot receipt preview, honest OCR gate, manual extraction to source-backed transaction, graph/control/audit and reload evidence."
