id,area,weakness,fix_contract,test_contract,prompt_status,resolution_status,dedupe_status,linked_w_id,package,evidence,next_action,commit
R0001,RISK-CAT-01 Source-of-truth / Git / execution control,активная папка снова не GitHub-backed,"зафиксировать GitHub-backed baseline, commit/push, state file, diff, screenshot evidence и continuation capsule",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P01,gh auth status logged in as ddotdanyaa; origin configured to https://github.com/ddotdanyaa/lifeos-final33.git; Product Brain GitHub Release Map records push retry.,Owner: run gh auth login or provide a GitHub remote URL; then run npm run release:push -- <repo-url>.,ab069cc
R0002,RISK-CAT-01 Source-of-truth / Git / execution control,изменения остаются локальными без commit/push,"зафиксировать GitHub-backed baseline, commit/push, state file, diff, screenshot evidence и continuation capsule",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,BLOCKED_EXTERNAL_NETWORK_RETRY_WITH_PROOF,direct_status,,P01,"Local commits exist, auth works, origin exists; git push reached object upload but remote returned HTTP 408.",Owner: run gh auth login or provide a GitHub remote URL; then run npm run release:push -- <repo-url>.,ab069cc
R0179,RISK-CAT-05 Proposal cards / approval / apply engine,нет proposal card colors by type,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0180,RISK-CAT-05 Proposal cards / approval / apply engine,нет proposal empty state,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0181,RISK-CAT-05 Proposal cards / approval / apply engine,нет proposed graph edges preview,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0182,RISK-CAT-05 Proposal cards / approval / apply engine,нет proposed calendar block preview,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0183,RISK-CAT-05 Proposal cards / approval / apply engine,нет proposed finance category preview,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0184,RISK-CAT-05 Proposal cards / approval / apply engine,нет proposed habit frequency editor,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0185,RISK-CAT-05 Proposal cards / approval / apply engine,нет proposed goal target/date editor,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0186,RISK-CAT-05 Proposal cards / approval / apply engine,нет proposed note/title/tags editor,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0187,RISK-CAT-05 Proposal cards / approval / apply engine,нет proposed agent/flow dry-run preview,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0188,RISK-CAT-05 Proposal cards / approval / apply engine,нет proposal history after dismissal,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0189,RISK-CAT-05 Proposal cards / approval / apply engine,нет review queue for later,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0190,RISK-CAT-05 Proposal cards / approval / apply engine,нет keyboard flow accept/edit/reject,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0191,RISK-CAT-05 Proposal cards / approval / apply engine,нет safe default: local-only no external actions,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,FIXED_BY_HONEST_PROVIDER_GATE_WITH_UI_AND_TEST,direct_status,W401-W420,P03,"Provider/OAuth gates are explicit in Providers/Data Control: no fake success, prepare/revoke controls, provider-run audit, owner e2e provider evidence.",No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0192,RISK-CAT-05 Proposal cards / approval / apply engine,нет provider-needed label for AI/STT/OCR,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,FIXED_BY_HONEST_PROVIDER_GATE_WITH_UI_AND_TEST,direct_status,W401-W420,P03,"Provider/OAuth gates are explicit in Providers/Data Control: no fake success, prepare/revoke controls, provider-run audit, owner e2e provider evidence.",No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0193,RISK-CAT-05 Proposal cards / approval / apply engine,нет action-oriented copy in Russian,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0194,RISK-CAT-05 Proposal cards / approval / apply engine,нет reason why not auto-applied,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0195,RISK-CAT-05 Proposal cards / approval / apply engine,нет smart route after apply,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0196,RISK-CAT-05 Proposal cards / approval / apply engine,нет toast/receipt that shows created objects,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0197,RISK-CAT-05 Proposal cards / approval / apply engine,нет visual trace artifact→created items,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0198,RISK-CAT-05 Proposal cards / approval / apply engine,нет test that all proposals have handlers,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0199,RISK-CAT-05 Proposal cards / approval / apply engine,нет test that Apply mutates repository not DOM only,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0200,RISK-CAT-05 Proposal cards / approval / apply engine,нет test for reject not mutating state,"сделать proposal card contract: reason, destination, edit/apply/reject, atomic apply, undo, graph/control proof",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P03,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0201,RISK-CAT-06 Calendar / tasks / reminders / focus,"календарь — просто карточки дат, не рабочий planner","реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0202,RISK-CAT-06 Calendar / tasks / reminders / focus,нет день/неделя/месяц modes,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0203,RISK-CAT-06 Calendar / tasks / reminders / focus,нет Tomorrow as first-class view,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0204,RISK-CAT-06 Calendar / tasks / reminders / focus,нет time rows 05:00-23:00,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0205,RISK-CAT-06 Calendar / tasks / reminders / focus,нет без времени bucket,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0206,RISK-CAT-06 Calendar / tasks / reminders / focus,нет overdue bucket,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0207,RISK-CAT-06 Calendar / tasks / reminders / focus,нет recurring tasks,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0208,RISK-CAT-06 Calendar / tasks / reminders / focus,нет task duration/buffer/travel time,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0209,RISK-CAT-06 Calendar / tasks / reminders / focus,нет visual color by task category/project,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0210,RISK-CAT-06 Calendar / tasks / reminders / focus,нет drag/reschedule or explicit time editor,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0211,RISK-CAT-06 Calendar / tasks / reminders / focus,нет reminders model,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0212,RISK-CAT-06 Calendar / tasks / reminders / focus,нет notification permission state,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0213,RISK-CAT-06 Calendar / tasks / reminders / focus,нет service-worker/persistent reminder boundary,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0214,RISK-CAT-06 Calendar / tasks / reminders / focus,нет quick add task,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0215,RISK-CAT-06 Calendar / tasks / reminders / focus,нет task details drawer,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0216,RISK-CAT-06 Calendar / tasks / reminders / focus,нет Done/Open/Snooze/Move to tomorrow,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0217,RISK-CAT-06 Calendar / tasks / reminders / focus,нет next action extraction from project,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0218,RISK-CAT-06 Calendar / tasks / reminders / focus,нет weak day/recovery mode,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0219,RISK-CAT-06 Calendar / tasks / reminders / focus,нет plan vs commitment distinction,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0220,RISK-CAT-06 Calendar / tasks / reminders / focus,нет calendar event vs external sync boundary,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,FIXED_BY_HONEST_PROVIDER_GATE_WITH_UI_AND_TEST,direct_status,W401-W420,P06,"Provider/OAuth gates are explicit in Providers/Data Control: no fake success, prepare/revoke controls, provider-run audit, owner e2e provider evidence.",No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0221,RISK-CAT-06 Calendar / tasks / reminders / focus,нет timezone/date normalization,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0222,RISK-CAT-06 Calendar / tasks / reminders / focus,нет week overview metrics,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0223,RISK-CAT-06 Calendar / tasks / reminders / focus,нет task dependency model,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0224,RISK-CAT-06 Calendar / tasks / reminders / focus,нет repeated missed task behavior,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0225,RISK-CAT-06 Calendar / tasks / reminders / focus,нет focus session from task,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0226,RISK-CAT-06 Calendar / tasks / reminders / focus,нет task source backlinks,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0227,RISK-CAT-06 Calendar / tasks / reminders / focus,нет goal-linked tasks,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0228,RISK-CAT-06 Calendar / tasks / reminders / focus,нет finance-linked tasks/bills,"реализовать Today/Tomorrow/Week calendar с time rows, no-time bucket, reminders, reschedule, task detail drawer",e2e: parse dated task → calendar slot → edit/reschedule → reload,OPEN,DUPLICATE_FIXED_BY_W,deduped_to_nonstop_ledger,W001-W420,P06,Deduped against docs/qc/NONSTOP_OWNER_WEAKNESS_LEDGER.csv and docs/qc/NONSTOP_OWNER_RESCUE_REPORT.md,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
