id,tier,category_id,category,subdomain,risk_type,artifact_focus,market_reference,weakness,required_solution,acceptance_test,owner_visible_outcome,status
R1384,P1-high,C05,Analysis / Classification / Proposals,habit parser,not_local_first,control,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / habit parser» риск: данные не сохраняются локально, не переживают reload или не входят в export для слоя «контроль/граф/аудит».","Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1385,P1-high,C05,Analysis / Classification / Proposals,habit parser,bad_language,capture,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / habit parser» риск: copy использует внутренний жаргон/английские слова вместо понятного русского для слоя «входной артефакт».,"Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1386,P1-high,C05,Analysis / Classification / Proposals,habit parser,bad_language,projection,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / habit parser» риск: copy использует внутренний жаргон/английские слова вместо понятного русского для слоя «проекция артефакта».,"Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1387,P1-high,C05,Analysis / Classification / Proposals,habit parser,bad_language,workspace,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / habit parser» риск: copy использует внутренний жаргон/английские слова вместо понятного русского для слоя «рабочий экран».,"Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1388,P1-high,C05,Analysis / Classification / Proposals,habit parser,bad_language,control,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / habit parser» риск: copy использует внутренний жаргон/английские слова вместо понятного русского для слоя «контроль/граф/аудит».,"Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1389,P1-high,C05,Analysis / Classification / Proposals,habit parser,no_visual_distinction,capture,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / habit parser» риск: все типы объектов выглядят одинаково: нет цвета, веса, иерархии и статусов для слоя «входной артефакт».","Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1390,P1-high,C05,Analysis / Classification / Proposals,habit parser,no_visual_distinction,projection,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / habit parser» риск: все типы объектов выглядят одинаково: нет цвета, веса, иерархии и статусов для слоя «проекция артефакта».","Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1391,P1-high,C05,Analysis / Classification / Proposals,habit parser,no_visual_distinction,workspace,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / habit parser» риск: все типы объектов выглядят одинаково: нет цвета, веса, иерархии и статусов для слоя «рабочий экран».","Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1392,P1-high,C05,Analysis / Classification / Proposals,habit parser,no_visual_distinction,control,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / habit parser» риск: все типы объектов выглядят одинаково: нет цвета, веса, иерархии и статусов для слоя «контроль/граф/аудит».","Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1393,P1-high,C05,Analysis / Classification / Proposals,habit parser,no_error_recovery,capture,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / habit parser» риск: ошибка/отмена/rollback/recover не видны или не проверены для слоя «входной артефакт».,"Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1394,P1-high,C05,Analysis / Classification / Proposals,habit parser,no_error_recovery,projection,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / habit parser» риск: ошибка/отмена/rollback/recover не видны или не проверены для слоя «проекция артефакта».,"Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1395,P1-high,C05,Analysis / Classification / Proposals,habit parser,no_error_recovery,workspace,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / habit parser» риск: ошибка/отмена/rollback/recover не видны или не проверены для слоя «рабочий экран».,"Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1396,P1-high,C05,Analysis / Classification / Proposals,habit parser,no_error_recovery,control,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / habit parser» риск: ошибка/отмена/rollback/recover не видны или не проверены для слоя «контроль/граф/аудит».,"Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1397,P1-high,C05,Analysis / Classification / Proposals,habit parser,no_evidence_test,capture,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / habit parser» риск: нет fixture/e2e/screenshot, который доказывает рабочее поведение для слоя «входной артефакт».","Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1398,P1-high,C05,Analysis / Classification / Proposals,habit parser,no_evidence_test,projection,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / habit parser» риск: нет fixture/e2e/screenshot, который доказывает рабочее поведение для слоя «проекция артефакта».","Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1399,P1-high,C05,Analysis / Classification / Proposals,habit parser,no_evidence_test,workspace,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / habit parser» риск: нет fixture/e2e/screenshot, который доказывает рабочее поведение для слоя «рабочий экран».","Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1400,P1-high,C05,Analysis / Classification / Proposals,habit parser,no_evidence_test,control,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / habit parser» риск: нет fixture/e2e/screenshot, который доказывает рабочее поведение для слоя «контроль/граф/аудит».","Сделать habit parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «habit parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «habit parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1401,P1-high,C05,Analysis / Classification / Proposals,goal parser,overload,capture,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / goal parser» риск: экран перегружен: пользователь видит слишком много равных элементов и не понимает первый шаг для слоя «входной артефакт».,"Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1402,P1-high,C05,Analysis / Classification / Proposals,goal parser,overload,projection,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / goal parser» риск: экран перегружен: пользователь видит слишком много равных элементов и не понимает первый шаг для слоя «проекция артефакта».,"Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1403,P1-high,C05,Analysis / Classification / Proposals,goal parser,overload,workspace,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / goal parser» риск: экран перегружен: пользователь видит слишком много равных элементов и не понимает первый шаг для слоя «рабочий экран».,"Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1404,P1-high,C05,Analysis / Classification / Proposals,goal parser,overload,control,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / goal parser» риск: экран перегружен: пользователь видит слишком много равных элементов и не понимает первый шаг для слоя «контроль/граф/аудит».,"Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1405,P1-high,C05,Analysis / Classification / Proposals,goal parser,fake_static,capture,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / goal parser» риск: элемент является статичной карточкой/лейблом, а не repository-backed объектом для слоя «входной артефакт».","Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1406,P1-high,C05,Analysis / Classification / Proposals,goal parser,fake_static,projection,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / goal parser» риск: элемент является статичной карточкой/лейблом, а не repository-backed объектом для слоя «проекция артефакта».","Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1407,P1-high,C05,Analysis / Classification / Proposals,goal parser,fake_static,workspace,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / goal parser» риск: элемент является статичной карточкой/лейблом, а не repository-backed объектом для слоя «рабочий экран».","Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1408,P1-high,C05,Analysis / Classification / Proposals,goal parser,fake_static,control,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / goal parser» риск: элемент является статичной карточкой/лейблом, а не repository-backed объектом для слоя «контроль/граф/аудит».","Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1409,P1-high,C05,Analysis / Classification / Proposals,goal parser,missing_route,capture,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / goal parser» риск: нет понятного перехода в рабочее пространство и обратно к активному артефакту для слоя «входной артефакт».,"Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1410,P1-high,C05,Analysis / Classification / Proposals,goal parser,missing_route,projection,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / goal parser» риск: нет понятного перехода в рабочее пространство и обратно к активному артефакту для слоя «проекция артефакта».,"Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1411,P1-high,C05,Analysis / Classification / Proposals,goal parser,missing_route,workspace,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / goal parser» риск: нет понятного перехода в рабочее пространство и обратно к активному артефакту для слоя «рабочий экран».,"Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1412,P1-high,C05,Analysis / Classification / Proposals,goal parser,missing_route,control,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / goal parser» риск: нет понятного перехода в рабочее пространство и обратно к активному артефакту для слоя «контроль/граф/аудит».,"Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1413,P1-high,C05,Analysis / Classification / Proposals,goal parser,weak_feedback,capture,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / goal parser» риск: после действия непонятно, что произошло, где сохранилось и что делать дальше для слоя «входной артефакт».","Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1414,P1-high,C05,Analysis / Classification / Proposals,goal parser,weak_feedback,projection,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / goal parser» риск: после действия непонятно, что произошло, где сохранилось и что делать дальше для слоя «проекция артефакта».","Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1415,P1-high,C05,Analysis / Classification / Proposals,goal parser,weak_feedback,workspace,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / goal parser» риск: после действия непонятно, что произошло, где сохранилось и что делать дальше для слоя «рабочий экран».","Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1416,P1-high,C05,Analysis / Classification / Proposals,goal parser,weak_feedback,control,LifeOS proposal model; no-hardcoded-sample audit,"В зоне «Analysis / Classification / Proposals / goal parser» риск: после действия непонятно, что произошло, где сохранилось и что делать дальше для слоя «контроль/граф/аудит».","Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1417,P1-high,C05,Analysis / Classification / Proposals,goal parser,no_apply_chain,capture,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / goal parser» риск: нет цепочки proposal -> edit -> apply -> object -> graph/control для слоя «входной артефакт».,"Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
R1418,P1-high,C05,Analysis / Classification / Proposals,goal parser,no_apply_chain,projection,LifeOS proposal model; no-hardcoded-sample audit,В зоне «Analysis / Classification / Proposals / goal parser» риск: нет цепочки proposal -> edit -> apply -> object -> graph/control для слоя «проекция артефакта».,"Сделать goal parser как часть Artifact OS: один явный пользовательский сценарий, repository-backed объект/проекцию, понятную русскую microcopy, визуальное различение статусов, связь с Graph/Data Control и скрытие вторичных деталей через progressive disclosure.","Добавить fixture/e2e: пользователь выполняет действие в «goal parser», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path.","Пользователь понимает, что делать в «goal parser», и видит результат без чтения документации.",OPEN_RESEARCHED
