id,ledger,source_status,category_id,category,subdomain,artifact_focus,status,reason,evidence,package,acceptance_test
R2005,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,capture,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2006,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,projection,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2007,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,workspace,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2008,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,control,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2009,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,capture,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2010,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,projection,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2011,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,workspace,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2012,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,control,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2013,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,capture,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2014,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,projection,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2015,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,workspace,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2016,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,control,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2017,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,capture,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2018,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,projection,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2019,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,workspace,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2020,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,control,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2021,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,capture,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2022,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,projection,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2023,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,workspace,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2024,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,control,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2025,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,capture,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2026,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,projection,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2027,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,workspace,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2028,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,control,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2029,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,capture,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2030,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,projection,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2031,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,workspace,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2032,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,control,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2033,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,capture,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2034,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,projection,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2035,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,workspace,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2036,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,control,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2037,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,capture,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2038,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,projection,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2039,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,workspace,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2040,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,week view,control,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «week view», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2041,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,time grid,capture,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «time grid», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2042,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,time grid,projection,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «time grid», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2043,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,time grid,workspace,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «time grid», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2044,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,time grid,control,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «time grid», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2045,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,time grid,capture,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «time grid», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2046,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,time grid,projection,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «time grid», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2047,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,time grid,workspace,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «time grid», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2048,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,time grid,control,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «time grid», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2049,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,time grid,capture,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «time grid», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
R2050,R8000,OPEN_RESEARCHED,C07,Calendar / Tasks / Reminders,time grid,projection,FIXED_WITH_CODE_AND_TEST,"Today, Tomorrow, reminders, unscheduled bucket, week grid, agenda strip, overload warning and calendar block projections have route-specific e2e/screenshot proof. Row is closed by evidence, not by a static card or label.",app.js;styles.css;output/playwright/final/final-calendar-week.png;output/playwright/ux-calendar.png;npm run e2e:calendar;npm run e2e:market-owner,P05-calendar-tasks,"Добавить fixture/e2e: пользователь выполняет действие в «time grid», reload сохраняет состояние, связанный workspace открывает тот же object id, Graph показывает reason edge, Data Control показывает change/export/recover path."
