ID,Type,C section,Canonical section title,UX/build bucket,Workspace,Primary route,Build phase,Core objects,Implementation stance,Acceptance hint,Title,Essence excerpt,Canon line,Source path
C05-027,Функция,C05,"ВНЕШНИЙ КОНТЕНТ, ТЕЗИСЫ И ИССЛЕДОВАНИЯ",Kernel / OS Spine,Core / invisible OS spine,/app/system,PLAN_TBD_BY_ARTIFACT_AUDIT,"LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge",implement as product capability,Все сущности имеют общий id/state/source/receipt/graph refs; ни одна секция не хранит отдельные fake arrays.,Перевод внешнего тезиса в эксперимент,внешний совет должен уметь внедряться через ограниченную проверку.,5652,docs/source_of_truth/LifeOS_canon_v33.md
C05-028,Функция,C05,"ВНЕШНИЙ КОНТЕНТ, ТЕЗИСЫ И ИССЛЕДОВАНИЯ",Packs / Builder / Marketplace,Packs,/app/packs,PLAN_TBD_BY_ARTIFACT_AUDIT,"PackManifest, CustomObjectType, Template, BuilderBlock, InstallImpact",implement as product capability,"Install/uninstall только local-first с impact screen, permission list, rollback receipt; payments/publish gated.",Перевод внешнего тезиса в пакет действий,"некоторые идеи лучше внедрять не одним шагом, а маленьким собранным пакетом.",5658,docs/source_of_truth/LifeOS_canon_v33.md
C05-029,Функция,C05,"ВНЕШНИЙ КОНТЕНТ, ТЕЗИСЫ И ИССЛЕДОВАНИЯ",Data Control / Trust / Privacy,Control,/app/control,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Receipt, DataControlItem, AuditEvent, ExportJob, DeletePreview, PrivacyZone, PermissionGrant",implement as product capability,Любое изменение имеет receipt; destructive действия только preview + confirmation boundary.,Перевод внешнего тезиса в один конкретный шаг,"если тезис безопасен и уместен, он может становиться следующим действием.",5664,docs/source_of_truth/LifeOS_canon_v33.md
C05-030,Функция,C05,"ВНЕШНИЙ КОНТЕНТ, ТЕЗИСЫ И ИССЛЕДОВАНИЯ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Перевод внешнего тезиса в знание без внедрения,часть внешнего материала должна уходить в слой знаний без давления на действие сейчас.,5670,docs/source_of_truth/LifeOS_canon_v33.md
C05-031,Функция,C05,"ВНЕШНИЙ КОНТЕНТ, ТЕЗИСЫ И ИССЛЕДОВАНИЯ",Life Domains / Wellbeing / Money / Family,Domains,/app/domains,PLAN_TBD_BY_ARTIFACT_AUDIT,"HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack",implement as product capability,Домены не ломают ядро; каждый доменный объект — LifeObject с source/receipt/control/graph.,Отклонение внешнего тезиса,у системы должен быть полноценный путь отказа от плохой или неуместной идеи.,5676,docs/source_of_truth/LifeOS_canon_v33.md
C05-032,Функция,C05,"ВНЕШНИЙ КОНТЕНТ, ТЕЗИСЫ И ИССЛЕДОВАНИЯ",LifeGraph / Entities,Graph,/app/graph,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","GraphNode, GraphEdge, Entity, EntityCandidate, RelationshipReason",implement as product capability,Graph edge имеет source/provenance/confidence; можно скрыть/исправить связь через безопасный preview.,Обратная связь по внешним идеям,"пользователь должен уметь объяснить, что именно в идее полезно или сомнительно.",5682,docs/source_of_truth/LifeOS_canon_v33.md
C05-033,Качество,C05,"ВНЕШНИЙ КОНТЕНТ, ТЕЗИСЫ И ИССЛЕДОВАНИЯ",Capture / Inbox,Inbox,/app/inbox,PLAN_TBD_BY_ARTIFACT_AUDIT,"Source, SourcePacket, Attachment, ImportJob, CaptureDraft",build as acceptance criterion,"Любой ввод сохраняется локально, получает provenance, receipt, Data Control item и graph edge.",Внешний контент не равен истине,"любой внешний материал по умолчанию должен входить как внешний сигнал, а не как правило жизни.",5688,docs/source_of_truth/LifeOS_canon_v33.md
C05-034,Минус,C05,"ВНЕШНИЙ КОНТЕНТ, ТЕЗИСЫ И ИССЛЕДОВАНИЯ",Agents / Workflows,Agents,/app/agents,PLAN_TBD_BY_ARTIFACT_AUDIT,"AgentManifest, ToolScope, WorkflowManifest, WorkflowRunPreview, ActionProposal",forbid / add regression guard,Агент ничего не отправляет/не удаляет/не публикует без явного approval; dry-run даёт receipt и proposal.,Автоматическое действие из чужого совета,"худшая ошибка — сразу превращать внешний тезис в привычку, задачу или правило.",5694,docs/source_of_truth/LifeOS_canon_v33.md
C05-035,Минус,C05,"ВНЕШНИЙ КОНТЕНТ, ТЕЗИСЫ И ИССЛЕДОВАНИЯ",Kernel / OS Spine,Core / invisible OS spine,/app/system,PLAN_TBD_BY_ARTIFACT_AUDIT,"LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge",forbid / add regression guard,Все сущности имеют общий id/state/source/receipt/graph refs; ни одна секция не хранит отдельные fake arrays.,Бесконтрольный фон исследования,"исследовательский слой ломается, если бесконечно тащит внешний шум.",5700,docs/source_of_truth/LifeOS_canon_v33.md
C05-036,Минус,C05,"ВНЕШНИЙ КОНТЕНТ, ТЕЗИСЫ И ИССЛЕДОВАНИЯ",Kernel / OS Spine,Core / invisible OS spine,/app/system,PLAN_TBD_BY_ARTIFACT_AUDIT,"LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge",forbid / add regression guard,Все сущности имеют общий id/state/source/receipt/graph refs; ни одна секция не хранит отдельные fake arrays.,Склад ссылок без разбора,простое накопление ссылок и файлов не даёт ценности.,5706,docs/source_of_truth/LifeOS_canon_v33.md
C05-037,Функция,C05,"ВНЕШНИЙ КОНТЕНТ, ТЕЗИСЫ И ИССЛЕДОВАНИЯ",Packs / Builder / Marketplace,Packs,/app/packs,PLAN_TBD_BY_ARTIFACT_AUDIT,"PackManifest, CustomObjectType, Template, BuilderBlock, InstallImpact",implement as product capability,"Install/uninstall только local-first с impact screen, permission list, rollback receipt; payments/publish gated.",Дедупликация внешних источников и повторных тезисов,"одинаковые внешние тезисы из разных публикаций и пересылок должны собираться вокруг одного ядра смысла, а не множиться как новые независимые идеи.",5713,docs/source_of_truth/LifeOS_canon_v33.md
C05-038,Функция,C05,"ВНЕШНИЙ КОНТЕНТ, ТЕЗИСЫ И ИССЛЕДОВАНИЯ",Kernel / OS Spine,Core / invisible OS spine,/app/system,PLAN_TBD_BY_ARTIFACT_AUDIT,"LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge",implement as product capability,Все сущности имеют общий id/state/source/receipt/graph refs; ни одна секция не хранит отдельные fake arrays.,"Бюджеты исследования по времени, цене и шуму","исследовательский слой должен ограничивать не только число источников, но и стоимость, длительность и уровень информационного шума.",5719,docs/source_of_truth/LifeOS_canon_v33.md
C06-001,Качество,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",build as acceptance criterion,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Спокойная богатая система заметок,"функций может быть много, но заметочный слой должен оставаться тихим и не шумным.",5729,docs/source_of_truth/LifeOS_canon_v33.md
C06-002,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Универсальная тетрадь,"нужен один широкий слой для заметок, идей, конспектов, черновиков и рабочих материалов.",5735,docs/source_of_truth/LifeOS_canon_v33.md
C06-003,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Система типов заметок,"заметка должна уметь быть текстом, списком, аудио, изображением, рисунком или файлом.",5741,docs/source_of_truth/LifeOS_canon_v33.md
C06-004,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Карточный центр заметок,"заметочный слой должен уметь жить не только как список страниц, но и как набор карточек.",5747,docs/source_of_truth/LifeOS_canon_v33.md
C06-005,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Цветовые карточки заметок,"цвет нужен как быстрый ориентир, а не как украшение ради украшения.",5753,docs/source_of_truth/LifeOS_canon_v33.md
C06-006,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Гибкая иерархия длинных заметок,длинные материалы должны раскладываться по уровням без обязательной бюрократии.,5760,docs/source_of_truth/LifeOS_canon_v33.md
C06-007,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Вложенные блокноты и пространства,контексты можно разделять мягкими контейнерами поверх общего ядра.,5766,docs/source_of_truth/LifeOS_canon_v33.md
C06-008,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Связи между заметками,заметки должны уметь напрямую ссылаться друг на друга.,5772,docs/source_of_truth/LifeOS_canon_v33.md
C06-009,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Мгновенное вики-связывание,связывать заметки должно быть быстро и естественно.,5778,docs/source_of_truth/LifeOS_canon_v33.md
C06-010,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.","Заметки, связанные с людьми",знания и заметки должны уметь держать обратные связи с конкретными людьми.,5784,docs/source_of_truth/LifeOS_canon_v33.md
C06-011,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Сквозная грамматика связей,система знаний должна позволять связывать любые релевантные объекты напрямую.,5790,docs/source_of_truth/LifeOS_canon_v33.md
C06-012,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Навигация по тегам,теги должны быть одним из главных путей входа в заметки и знания.,5796,docs/source_of_truth/LifeOS_canon_v33.md
C06-013,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Сводка по тегу,"по тегу нужен не только список объектов, но и короткий смысловой срез.",5802,docs/source_of_truth/LifeOS_canon_v33.md
C06-014,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Умные представления,для больших массивов материалов нужны готовые смысловые срезы.,5808,docs/source_of_truth/LifeOS_canon_v33.md
C06-015,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Закрепление важных объектов,"нужен верхний слой внимания для заметок и знаний, к которым человек часто возвращается.",5814,docs/source_of_truth/LifeOS_canon_v33.md
C06-016,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Режим фокуса для заметок,в заметочном слое нужен спокойный режим глубокой работы.,5820,docs/source_of_truth/LifeOS_canon_v33.md
C06-017,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Активное состояние заметки,заметка должна уметь переходить из архива в отдельный оперативный слой.,5826,docs/source_of_truth/LifeOS_canon_v33.md
C06-018,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Мягкий архив,объект можно убрать с активной поверхности без удаления и потери связей.,5833,docs/source_of_truth/LifeOS_canon_v33.md
C06-019,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",История версий заметки,заметочный слой должен позволять вернуться к прошлому состоянию.,5839,docs/source_of_truth/LifeOS_canon_v33.md
C06-020,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Защита заметки,отдельная заметка должна уметь иметь свой уровень защиты.,5845,docs/source_of_truth/LifeOS_canon_v33.md
C06-021,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Богатая документная поверхность,"заметка должна уметь быть не только строкой текста, но и полноценным документом.",5851,docs/source_of_truth/LifeOS_canon_v33.md
C06-022,Качество,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",build as acceptance criterion,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Документ как хорошо поданный объект,"подача документа сама по себе должна усиливать чтение, возврат и принятие решений.",5857,docs/source_of_truth/LifeOS_canon_v33.md
C06-023,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Лёгкая разметка без технического ощущения,"если в системе есть лёгкая разметка, она не должна ощущаться редактором для программистов.",5863,docs/source_of_truth/LifeOS_canon_v33.md
C06-024,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Встроенный слой улучшения письма,улучшение текста должно происходить прямо внутри заметки или документа.,5870,docs/source_of_truth/LifeOS_canon_v33.md
C06-025,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Подсказки по тону,"система должна уметь помогать смягчать, усиливать или выравнивать тон формулировки.",5876,docs/source_of_truth/LifeOS_canon_v33.md
C06-026,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Точечное переписывание абзаца,нужно уметь перерабатывать один фрагмент без перегенерации всего документа.,5882,docs/source_of_truth/LifeOS_canon_v33.md
C06-027,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Сниппеты и заготовки фраз,часто используемые текстовые куски должны копиться как повторно используемый слой.,5888,docs/source_of_truth/LifeOS_canon_v33.md
C06-028,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Стилевые правила для команды,в совместной работе нужен отдельный слой единообразия текста.,5894,docs/source_of_truth/LifeOS_canon_v33.md
C06-029,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Командный обмен заметками со скоростью письма,"делиться заметкой должно быть почти так же легко, как отправить письмо.",5900,docs/source_of_truth/LifeOS_canon_v33.md
C06-030,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Совместные заметки,несколько людей должны уметь править один и тот же объект без распада на копии.,5906,docs/source_of_truth/LifeOS_canon_v33.md
C06-031,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Права доступа на уровне атомарной карточки,доступы должны уметь опускаться ниже целого документа или пространства.,5912,docs/source_of_truth/LifeOS_canon_v33.md
C06-032,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Секретная веб-ссылка,нужен лёгкий режим делиться заметкой по приватной ссылке без публичной публикации.,5918,docs/source_of_truth/LifeOS_canon_v33.md
C06-033,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Публичные и рекомендованные блокноты,часть знания должна уметь выходить наружу как публичный контейнер.,5924,docs/source_of_truth/LifeOS_canon_v33.md
C06-034,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Обмен отдельной страницей или снимком,"нужно делиться конкретным объектом, а не открывать весь большой контекст.",5930,docs/source_of_truth/LifeOS_canon_v33.md
C06-035,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Открытый экспорт заметок и знаний,знания и заметки должны честно выгружаться наружу в читаемых форматах.,5936,docs/source_of_truth/LifeOS_canon_v33.md
C06-036,Функция,C06,"ЗАМЕТКИ, ЗНАНИЯ И ОБУЧЕНИЕ",Library / Obsidian Core,Library,/app/library,"PLAN_TBD_BY_ARTIFACT_AUDIT, PLAN_TBD_BY_ARTIFACT_AUDIT","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink",implement as product capability,"Можно писать заметку, связать [[wikilink]], увидеть backlinks/graph, сохранить/перезагрузить без потери.",Переиспользуемая библиотека материалов,"файлы и куски материалов должны жить как общий фонд, который можно подключать повторно.",5942,docs/source_of_truth/LifeOS_canon_v33.md
